num_rows,num_cols,base_grid,base_rooms,agents_start_pos,agents_start_dir,goals,goal,steps_baseline,steps_with_help_greedy,steps_with_help_uniform,steps_with_help_gr,steps_with_help_upperbound,steps_with_help_paper,steps_with_help_paper2,steps_with_help_greedy_2,steps_with_help_uniform_2,steps_with_help_gr_goal,steps_with_help_gr_e,steps_with_help_gr_goal_e,steps_with_help_greedy_e1,steps_with_help_greedy_goal_e1,steps_with_help_gr_e1,steps_with_help_gr_goal_e1,steps_with_help_greedy_e3,steps_with_help_greedy_goal_e3,steps_with_help_gr_e3,steps_with_help_gr_goal_e3,steps_with_help_greedy_e4,steps_with_help_greedy_goal_e4,steps_with_help_gr_e4,steps_with_help_gr_goal_e4,steps_with_help_gr_e5,steps_with_help_gr_goal_e5,steps_with_help_greedy_e5,steps_with_help_upperbound_e5,steps_with_help_upperbound_e3,steps_with_help_upperbound_e4
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [4, 4, 2], [1, 0, 0], [5, 2, 0], [1, 0, 0], [4, 0, 2], [1, 0, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [5, 2, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 4, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [2, 5, 0]], [[2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 1, 0], [1, 0, 0], [4, 2, 2], [1, 0, 0], [5, 4, 0], [1, 0, 0], [4, 1, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (4, 4)), ((3, 0), (4, 4)), ((6, 0), (6, 4))], [((0, 3), (4, 5)), ((3, 3), (4, 5)), ((6, 3), (6, 5))], [((0, 7), (4, 6)), ((3, 7), (4, 6)), ((6, 7), (6, 6))]]","[(5, 6), (5, 2)]","[1, 3]","[(1, 6), (2, 2)]","(1, 6)",39.0,19.0,24.0,19.0,19.0,24.0,23.0,34.0,34.0,1.0,19.0,1.0,17.0,-1.0,20.0,1.0,20.0,-1.0,17.0,1.0,46.0,-1.0,28.0,8.0,36.0,8.0,16.0,29.0,27.0,23.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [5, 2, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [4, 1, 2], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [5, 3, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 1, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [5, 2, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [2, 5, 0]], [[2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [5, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 0, 0], [5, 4, 0], [4, 2, 2], [1, 0, 0], [5, 4, 0], [4, 0, 2], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (5, 4)), ((4, 0), (5, 4)), ((8, 0), (5, 4))], [((0, 3), (5, 4)), ((4, 3), (5, 4)), ((8, 3), (5, 4))], [((0, 6), (5, 4)), ((4, 6), (5, 4)), ((8, 6), (5, 4))]]","[(7, 2), (6, 2)]","[0, 0]","[(9, 2), (2, 7)]","(2, 7)",32.0,32.0,31.0,31.0,31.0,31.0,32.0,32.0,31.0,13.0,43.0,13.0,32.0,-1.0,39.0,1.0,59.0,-1.0,47.0,20.0,66.0,-1.0,31.0,1.0,52.0,35.0,58.0,60.0,44.0,45.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [4, 5, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 3, 2], [1, 0, 0], [5, 4, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 1, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 2, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [5, 4, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 5, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 2, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (6, 5)), ((5, 0), (4, 5)), ((8, 0), (6, 5))], [((0, 4), (6, 5)), ((5, 4), (4, 5)), ((8, 4), (6, 5))], [((0, 8), (6, 5)), ((5, 8), (4, 5)), ((8, 8), (6, 5))]]","[(7, 3), (6, 3)]","[2, 0]","[(9, 11), (12, 5)]","(12, 5)",33.0,28.0,33.0,33.0,33.0,41.0,33.0,30.0,33.0,1.0,34.0,1.0,28.0,-1.0,34.0,1.0,48.0,-1.0,36.0,1.0,54.0,-1.0,35.0,16.0,56.0,12.0,91.0,59.0,36.0,40.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 4, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 2, 0], [5, 0, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 1, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [5, 4, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 1, 0], [5, 3, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 0, 2], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [4, 2, 2], [1, 0, 0], [5, 2, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (6, 6)), ((5, 0), (5, 6)), ((9, 0), (5, 6))], [((0, 5), (6, 6)), ((5, 5), (5, 6)), ((9, 5), (5, 6))], [((0, 10), (6, 6)), ((5, 10), (5, 6)), ((9, 10), (5, 6))]]","[(6, 3), (8, 8)]","[3, 0]","[(1, 1), (3, 14)]","(3, 14)",34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,2.0,42.0,2.0,40.0,-1.0,40.0,2.0,69.0,-1.0,40.0,4.0,92.0,-1.0,51.0,21.0,48.0,19.0,52.0,61.0,52.0,50.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [4, 1, 2], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [5, 1, 0], [2, 5, 0]], [[2, 5, 0], [5, 4, 0], [1, 0, 0], [4, 3, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 4, 0], [4, 2, 2], [5, 5, 0], [5, 2, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [5, 2, 0], [5, 1, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (4, 4)), ((3, 0), (6, 4)), ((8, 0), (5, 4))], [((0, 3), (4, 6)), ((3, 3), (6, 6)), ((8, 3), (5, 6))], [((0, 8), (4, 4)), ((3, 8), (6, 4)), ((8, 8), (5, 4))]]","[(6, 5), (5, 4)]","[1, 0]","[(9, 9), (10, 5)]","(9, 9)",49.0,41.0,41.0,41.0,20.0,20.0,65.0,38.0,38.0,27.0,21.0,1.0,47.0,-1.0,47.0,27.0,45.0,-1.0,52.0,33.0,62.0,-1.0,43.0,36.0,59.0,37.0,64.0,55.0,23.0,28.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [2, 5, 0], [1, 0, 0], [5, 3, 0], [5, 4, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [5, 4, 0], [1, 0, 0], [4, 5, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 2, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 3, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 2, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 0, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [5, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 3, 2], [5, 1, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [4, 1, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (6, 5)), ((5, 0), (6, 5)), ((10, 0), (5, 5))], [((0, 4), (6, 6)), ((5, 4), (6, 6)), ((10, 4), (5, 6))], [((0, 9), (6, 6)), ((5, 9), (6, 6)), ((10, 9), (5, 6))]]","[(6, 3), (9, 6)]","[3, 3]","[(12, 3), (2, 3)]","(2, 3)",54.0,27.0,27.0,27.0,27.0,54.0,27.0,51.0,51.0,13.0,30.0,13.0,32.0,-1.0,31.0,13.0,35.0,-1.0,27.0,12.0,48.0,-1.0,41.0,13.0,54.0,13.0,63.0,54.0,38.0,30.0
3,3,"[[[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [4, 3, 2], [1, 0, 0], [5, 2, 0], [4, 2, 2], [1, 0, 0], [5, 2, 0], [5, 4, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 4, 2], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 2, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [5, 3, 0], [5, 3, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [5, 4, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [4, 1, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0], [4, 5, 2], [2, 5, 0], [2, 5, 0], [2, 5, 0]], [[2, 5, 0], [5, 1, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [5, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [4, 0, 2], [1, 0, 0], [5, 1, 0], [4, 4, 2], [1, 0, 0], [1, 0, 0], [5, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [1, 0, 0], [2, 5, 0]], [[2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0], [2, 5, 0]]]","[[((0, 0), (5, 4)), ((4, 0), (6, 4)), ((9, 0), (5, 4))], [((0, 3), (5, 4)), ((4, 3), (6, 4)), ((9, 3), (5, 4))], [((0, 6), (5, 6)), ((4, 6), (6, 6)), ((9, 6), (5, 6))]]","[(7, 7), (5, 5)]","[1, 3]","[(10, 4), (2, 7)]","(10, 4)",30.0,31.0,30.0,30.0,20.0,30.0,30.0,32.0,30.0,15.0,41.0,15.0,31.0,-1.0,32.0,28.0,37.0,-1.0,45.0,17.0,39.0,-1.0,45.0,14.0,40.0,28.0,47.0,60.0,20.0,46.0
